,index,Stilling id,Stillingsbeskrivelse vasket,Registrert dato,Arbeidssted fylke,Arbeidssted land,Yrke grovgruppe
328,72496,9687421,". E. A. Smith AS (EAS) er en landsdekkende distributør av byggevarer, trelast, verktøy, stål, metaller og armering. Firmaet, som har en historie som går helt tilbake til 1869, har i dag ca 500 ansatte og en årlig omsetning på ca2,7 mrd. Hovedkontor ligger i Trondheim, med 60 avdelinger over stort sett hele landet. 'n kjeden eier og driver E. A. Smith de landsdekkende virksomhetene SMITH STÅL og HIBA HUS. Er du god på service og relasjoner, samt løsningsorientert, entusiastisk og finner lett tonen med ulike typer mennesker. Ønsker du en utfordrende stilling innen ledelse, salg. og markedsarbeid. Vi kan tilby spennende arbeidsoppgaver som vil bestå av markeds. arbeide og salg, samt operativ daglig drift av avdelingen med personalledelse, budsjett, salgs. og resultatansvar. Vi legger vekt på evnen til å ivareta, utvikle og fornye kundeporteføljen. Stillingen krever en salgsorientert, tydelig og faglig sterk leder med solid forretningsmessig erfaring som har en motiverende og inkluderende lederstil. Erfaring fra byggebransjen, gjerne komplimentert med salgserfaring er viktig. Utdannelse fra universitet eller høgskole er ønskelig, men lang erfaring i ledelse av byggevare eller annen faghandel kan kompensere for formell utdannelse. Som daglig leder må du være kunnskapsrik, forhandlingsvant, ha stor gjennomføringsevne, engasjert og god til å bygge og utvikle nettverk. Vi kan tilby konkurransedyktige betingelser og utfordrende arbeidsoppgaver i en av landets ledende byggevarekjeder og et stort og tradisjonsrikt konsern. Du vil jobbe sammen med dyktige medarbeidere i et godt og trivelig arbeidsmiljø. Vil du vite mer, kontakt Konserndir. HR Adm. tlf. eller Direktør BYGG. tlf. Søknad med CV sendes hit innen 3 januar 2018. For mer informasjon.  www. smith. no. www. byggern. no. ",2017-12-13,Nordland,Norge,Butikk- og salgsarbeid
329,72696,9598918,". Du vil oppleve et godt internt samarbeid med gode og hjelpsomme kolleger over hele landet. Godt miljø hvor kolleger trives sammen. Opplæring og god innføring i nye oppgaver er en selvfølge. Arbeidsoppgaver. Oppsøkende salg og presentasjon av bedriftens produkter, løsninger og tjenesterKundebesøk presentasjon av produkter løsningerTilbudskrivingOppfølging av eksisterende kunder. Ønskede kvalifikasjoner. Salgserfaring og kan vise til dokumenterte salgsresultaterDu kommuniserer godt. muntlig og skriftligFortrolig med IT og telefon som arbeidsverktøyHelst sertifikat for bil. Personlige egenskaper. Trives i salgsrollenTillitsvekkende og selvstendigOmgjengelig og trivelig kollega. Vi tilbyr. Garantilønn og god provisjonsordningDekket telefonFelles samlinger og turer med hele firmaet (landsdekkende)Meget godt miljø og fagsamarbeid mellom avdelingskontoreneFlotte utenlandsturer der hele firmaet reiser samlet hvert 2. årGod opplæring og godt internt samarbeid mellom avdelingerFaglige utviklingsmuligheterEt firma i meget sterk vekst. Vi ser fram til å høre fra deg. ",2017-06-22,Nordland,Norge,Butikk- og salgsarbeid
330,72981,9596266," . Fokusert salg og utmerket service gir gode resultater. Dette er Glitters oppskrift på suksess. har du varierte arbeidsoppgaver og mye egenansvar. Kunder og kolleger er positive, og du får jobbe med det beste som finnes salg, trender og mote. Din erfaring med kundeservice og salg har gitt deg trening i å jobbe effektivt og selvstendig mot oppsatte mål. Du ser utfordringer i stedet for problemer. Mote er din lidenskap, og du har en engasjert og ansvarsfull personlighet. Du er trygg på deg selv og vil satse på egen utvikling. Med andre ord er du en Glitter. person med stor G. Vi har utfordringer, målene er høye og selskapets karrieremuligheter er åpne for deg. Vi støtter deg på veien mot vår felles framgang. Stillingen er en fast stilling på ca 26,25 timer pr. uke (70. ), med mulighet for større stilling i perioder.  Det må påregnes vakter på dagtid, kveldstid og helg. Personen som står i denne stillingen vil være butikkleders høyre hånd, og kan derfor påregne noe utvidet ansvar. Det er ønskelig med erfaring fra tilsvarende butikkarbeid. Kun søkere over 18 år vil bli vurdert for stillingen. Om dette høres ut som noe for deg, ber vi om at du sender inn søknad og CV via linken tilknyttet denne stillingsannonsen. Søknadsfrist: 28. 06. 2017. Vi behandler søknader fortløpende, så søk så snart du har mulighet. Tiltredelse: senest 01. 09. 17, ønsker oppstart 01. 08. 17. Dersom du har spørsmål om stillingen kan butikkleder Viola. kontaktes på telefon. , eller send en e. post til. a. Søk på stillingen. ",2017-06-16,Nordland,Norge,Butikk- og salgsarbeid
331,73085,9664555,". LOCATION OF JOB. COUNTRY: Norway. STATE PROVINCE: Nordland CITY: Bodø ZIP CODE: 8004. Vi trenger flere deltids og ekstra. medarbeidere. Ta med deg ditt salgs. og servicetalent til oss på Circle K. gate og bli med på det vinnende laget, som skaper mange hundre gode kundemøter hver dag. Er du den som kan gjøre teamet vårt enda bedre. En stasjonsjobb på Circle K er en perfekt tilværelse, hvis man er et servicetalent. Kundene våre har det travelt, de trenger hjelp med hverdagens små og store utfordringer, og de vil veldig gjerne at du ""fikser det"" for dem, med glimt i øyet og smil om munnen. Vi ser etter en salgsmedarbeider som ikke bare selger produktet men også gode opplevelser for kunden. Arbeidsoppgavene er varierte, alt fra å hjelpe en kunde med å fylle spylervæske til å selge gode hamburgere. Vi søker derfor nye salgsmedarbeidere på deltid ekstra som vil være med på å skape muligheter for mersalg, videreutvikle vårt tibud av mat, jobbe med kampanjer og utføre daglige oppgaver på stasjonen. Dette er en jobb som erfaringsmessig vil passe perfekt for en student med et perspektiv på tre til fire år. Hvis du. Er glad og utadvendt. Liker å lage mat. Har de rette innstillingene til ryddighet og renhold. har konkurranseinstinkt og ansvarsfølelse. ser etter muligheter til å lære nye ting og utvikle deg faglig innenfor salg og serviceyrket. klikk ""SØK"" for å bli med oss. Vi vil gjerne at nettopp DU, blir en del av vårt lag. Kontaktperson.  .  For å søke på stillingen vennligst følg denne linken.  her",2017-11-06,Nordland,Norge,Butikk- og salgsarbeid
332,73418,9647629,"Jobbnorge ID: 143188. Da vår nåværende selger er gått over i annen stilling, søker vi hans etterfølger i vårt vinnerlag. Dine primære arbeidsoppgaver er å utføre alle deler av salgsprosessen fra kundeidentifisering til oppfølging av nye og eksisterende kunder. Ønskede kvalifikasjoner. Erfaring fra bilsalg eller teknisk bilkunnskap. Ønsker å bygge en karriere innen bilsalg. Arbeider selvstendig og strukturert og evner å planlegge egen hverdag. Du er ambisiøs, målrettet og er villig til å legge ned stor innsats får å nå dine mål. Du har økonomisk forståelse og er kontaktskapende som person. Vi tilbyr. Konkurransedyktige betingelser. Pensjons og personalforsikringer. Firmabil og telefonordninger. Et godt faglig og sosialt miljø. Gode velferdsordninger. Aktuelt kontorsted vil være Sortland eller Svolvær. For spørsmål om stillingen, ta kontakt med daglig leder. , tlf. eller epost Søknad og CV sendes elektronisk via link på denne siden, ""søk stillingen"". Søknadsfrist: 10. 04. 2018. Se annonsen og søk på stillingen www. jobbnorge. no",2017-10-06,Nordland,Norge,Butikk- og salgsarbeid
333,73419,9648742,". Change of Scandinavia er et undertøysfirma i kraftig vekst. Virksomheten utvikler og produserer selv sine produkter som består av undertøy, badetøy og nattøy til dame. Merket er representert i mer enn 20 land og selges gjennom spesialbutikker, stormagasiner og egne konseptbutikker. Change er markedsleder i Scandinavia og har 48 konseptbutikker i Norge. I et tøft marked er Change avhengig av medarbeidere som ønsker å prestere og har salg og kundeservice i fokus. Til vår avdeling i Mo i Rana søker vi nå etter butikksjef. For å sikre kundenes trivsel er det viktig at vi har et team som ønsker å gi førsteklasses service og samtidig sikrer en ren, ryddig og innbydende butikk. Butikksjef. Som butikksjef vil din hverdag preges av salg, resultatoppnåelse, kundebehandling, varepåfylling, vareeksponering og personalledelse. Nøkkeloppgaver og kvalifikasjoner for butikksjef.  sørge for topp kundeservice i hele salgsteamet. ansvar for drift og arbeide konkret mot mål av budsjetter og målsettinger. opplæring, oppfølging og motivasjon av medarbeidere. presentere en spennende butikk som er ren og ryddig. du har utpreget konkurranseinstinkt og motiveres av resultater. du har ledererfaring. du har erfaring fra service. eller varehandel. du har økonomisk forståelse og basis datakunnskaper. Personlige egenskaper.  du har talent for å selge og yter maksimal kundeservice. du ønsker å bidra til å skape resultater. du er samarbeidsvillig, utadvendt og entusiastisk. du er strukturert og har øye for detaljer. du er ansvarsbevisst og har stor innsatsvilje. du er selvstendig. Vi kan tilby.  en spennende bransje og muligheten til å være med og utvikle en av våre butikker. for den som presterer i forhold til våre forventninger kan vi love en jobb i et spennende miljø som vil kunne gi deg gode personlige og karrieremessige muligheter. lønn etter avtale. Søknader behandles forløpende, tiltredelse snarest. ",2017-10-09,Nordland,Norge,Butikk- og salgsarbeid
334,73935,9658994,"Til nye lokaler i Hundholmen Jakhellngården søker vi en selger til å markedsføre våre produkter og tjenester til næringslivet i Norge. Business søkemotoren, Purehelp. no, er i dag over 20 år gammel og var et pionerprodukt i internettets første fase. Tjenesten er et vinnerprodukt i sitt markedssegment med stabile kunder, spennende partneravtaler og høy trafikk som dokumenteres av TNS Gallup. Alle våre brukere opplever svært høy bruker. og nytteverdi. Våre produkter er godt innarbeidet i markedet, så du trenger ikke å ha lang fartstid innen salgsyrket. Selgerstillingen passer således godt for alle som er åpne for både å lære salg og søkemotor markedsføring. Vi gir god opplæring som er skreddersydd for produktet og stillingen. Alle kan lære salg. Arbeidsoppgaver. salg mot norske bedrifter . Hva ønsker vi av deg: . trives i et hektisk, men inkluderende arbeidsmiljø. motivere deg selv og andre, drives av resultater. strukturert, pliktoppfyllende og nøyaktig. du har god skriftlig og muntlig kommunikasjonsevne. Hva får du av oss. faglig opplæring innen salgsyrket. god oppfølging. mulighet for både å kunne jobb i team og individuelt. meget gode lønnsbetingelser. interne konkurranser som ''månedens selger''. 5 ukers ferie. 100. stilling med arbeid fra 0800. 1600 fra mandag. torsdag (fredager slutter vi kl 15) . Alder eller tidligere jobberfaring innen andre fagområder er ingen hindring.  Vi kan også tilby tilrettelagt arbeidsforhold arbeidstid for særskilte behov. Kontakt oss for en samtale i dag så kan vi diskutere mulighetene sammen. Oppstart etter avtale.  ",2017-10-26,Nordland,Norge,Butikk- og salgsarbeid
335,74016,9673541,". Jobzone har en visjon om å være den beste arbeidsgiver i bemanningsbransjen. Vi jobber tett mot kunder og vikarer innenfor de fleste yrkesområder, både i privat og offentlig sektor. Jobzone er det største norskeide bemanningsselskapet med over 40 lokale kontorer. 8000 medarbeidere fikk vikariater eller faste jobber gjennom Jobzone i 2016. Vår kunde er i en meget positiv utvikling som bilforhandler og skal ansette en erfaren selger som skal gi andre ansatte og kunder det lille ekstra i det å bidra til en felles salgsvekst og levere en kundeopplevelse mer enn forventet. skape tilfredse kunder. utvikle deg innen faget salg. vise vilje til stor arbeidsinnsats. identifisere deg med kollegaer i en bedrift med suksess. fremstå med synlige og positive holdninger. Du skal. ha erfaring fra salg av kapitalvarer med gode resultater. opparbeide nye og forvalte eksisterende kunderelasjoner. bidra med din forretnings. og markedsforståelse. kunne beherske bruk av moderne IT. verktøy. Du passer til. oppgaver som krever selvstendighet og egendrive. et arbeidsmiljø som er inkluderende og åpent. en arbeidsgiver som gir muligheter og stiller krav. et salgteam som er entusiastisk og utadvent. arbeidsoppgaver som krever struktur og leveranseevne. Vår kunde tilbyr. En interessant og utfordrende stiling i moderne omgivelser og i et hyggelig arbeidsmiljø. Markedstilpassende og konkurransedyktige lønnsbetingelser. Ta kontakt snarest med. på telefon. eller på e. post. Du kan også søke på stillingen direkte på jonzone. no. ",2017-11-21,Nordland,Norge,Butikk- og salgsarbeid
336,74703,9609506,"Helhetlig ansvar for daglig drift herunder personalansvar, salg, markedsføring, kundekontakt og ivareta økonomiske målsetninger. SØKNADSFRIST 14. 08. 2017. Ansettelse: etter avtale. Vi søker personer som.  har erfaring fra tilsvarende arbeidsoppgaver, gjerne butikk og lager. er selvstendig, har gjennomføringsevne og er operativ. har gode samarbeidsevner for eget team. vil oppnå resultater. kan kommuniserer godt med kunder. har stor arbeidsglede. Vi tilbyr.  For rett person tilbyr vi konkurransedyktige betingelser. Utfordrende arbeidsoppgaveri ett nytt anlegg og i et selskap med stort potensiale for vekst. Henvendelser og søknad. For nærmere stillingsinformasjon kan du kontakte. eller. Alle henvendelser behandles. konfidensielt. Søknad sendes. , Postboks 209, 8001 Bodø. mrk. BM Leknes eller til e. post.  ",2017-07-14,Nordland,Norge,Butikk- og salgsarbeid
337,75008,9536032,"Presentasjon av stillingen .  Din viktigste jobb som selger i Elkjøp er å finne den perfekte løsningen på alle kunders spørsmål, utfordringer og ønsker. Det er en smal sak for deg, som ønsker å være best i alt du gjør, og som er både resultat. og løsningsorientert. Du elsker å nå målene dine. og vi liker å feire sammen med deg når du gjør det. Vil du i tillegg kalle deg selv kunnskapsrik, nysgjerrig og kreativ, er du en meget god kandidat til denne jobben. Interesse for varene og tjenestene vi selger er en fordel, men ikke et krav. Vi har et omfattende opplæringsprogram hvor du kan få kunnskapen og kompetansen du trenger. Å jobbe for Elkjøp er artig, utfordrende og fartsfylt, og som ansatt hos oss er du en del av den største og mest tradisjonsrike aktøren innen elektronikk i Norge. Med stor innsats og pågangsmot kan du nå langt i Elkjøp, for vi liker å gi muligheter til folk som jobber for det. Kulturen vår er viktig for oss, og stort sett alt du gjør som ansatt i Elkjøp kan rotes i våre tre hovedpilarer: Ansvarlighet, engasjement og effektivitet. Din oppgave blir sammen med andre å gjøre kundene våre 100 prosent fornøyd hver dag. og å ha det artig i samme slengen. Hos oss kommer du til å få god opplæring, og vi tilbyr konkurransedyktig lønn inkludert bonusavtale, gode karrieremuligheter, gunstige personalkjøpsordninger og supre forsikringsavtaler. Synes du dette hørtes gøy ut. Da håper vi du har lyst til å jobbe hos oss. Vi gjør oppmerksom på at vi bruker evne. og personlighetstester i vår rekruttering. Link til søknadsskjema: Send søknad For mer informasjon kontakt: ,. , Mobil. 47. , Epost.  ",2017-02-27,Nordland,Norge,Butikk- og salgsarbeid
338,75064,9524142,". Vil du være tett på konjunkturen, kjenne på pulsen og være en del av. i vekst. Du har et stort nettverk og trives i bredden av næringslivet. Vi søker deg som trives på farten i møte med både nye og eksisterende kunder. Du er en kremmer som trigges av å skape muligheter og resultater. Vi er på utkikk etter en dreven, entusiastisk og salgsrettet account manager som skal utvikle våre kunder i Lofoten og Vesterålen. Kundegruppen er hovedsakelig entreprenører så har du kjennskap eller erfaring innen bygg, anlegg eller industri er det en fordel. Her ligger det uendelig med muligheter for å utvikle seg selv, bransjen, faget. og på sikt dine medarbeidere med den rette grunder. ånden, glimtet i øyet, og samtidig en. dæsj. med sunt folkevett og mot i brøstet. Du liker å jobbe ute i felt og styre din egen arbeidsdag. Hovedarbeidsoppgaver vil innebære salg og leveranse av bemanningsløsninger til kunder i Lofoten og omegn. Du har. Ansvaret for å skape en lønnsom kundeportefølje gjennom tett salgsoppfølging av nye og eksisterende kunder. Ansvaret for mottak, innlosjering og oppfølging av medarbeidere. En stor evne til strategisk planlegging og bearbeiding av markedet i henhold til egne og selskapets prospects. Et stort nettverk du ikke er redd for å bruke i ditt arbeid. Mulighet til å reise i jobben når det er nødvendig. En fantastisk stå på. vilje med stor egenmotivasjon og driv, men evner samtidig å samarbeide godt med andre. Sammen står vi sterkere enn for eksempel franchise og enkeltstående bemanningsbyrå, mye grunnet vår kultur og organisering under. som ett selskap. Vi setter alltid kunden i førersetet hvor vi sammen skaper gode løsninger for våre kunder. Vi er ledende innen vårt fagfelt, får alltid jobben gjort, gir aldri opp, er sterk alene, men sterkere sammen. Hos oss får du skape noe selv, muligheten til å prøve ut ideer i praksis, bidra til en forskjell og bruke hele spekteret av deg selv. Vi vil at du skal lykkes. Vi løfter frem både små og store seire. Vi heier på deg, støtter deg når det trengs og guider deg gjennom vårt nasjonale og internasjonale støtteapparat. Du har verdens største bemanningsbyrå i ryggen. Har du det som kreves for å lykkes. ",2017-02-06,Nordland,Norge,Butikk- og salgsarbeid
